file,label,status,complex_normalized,dG_cross,dG_cross/dSASAx100,dSASA_hphobic,dSASA_int,dSASA_polar,delta_unsatHbonds,dslf_fa13,fa_atr,hbond_E_fraction,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,hbonds_int,nres_int,omega,pro_close,rama_prepro,ref,yhh_planarity,nres_int_vhh,nres_int_ag,dSASA_vhh,dSASA_ag,hbond_density,sc
neg_1CZ8_cleaned__vhh_7CX4_cleaned_2.pdb,0,OK,-0.2925953035372913,-1.4629765176864566,-0.998028138501372,65.41320037841797,146.58670043945312,1.7995970249176023,2,-5.0,-1264.6130767880616,0.0,-92,-77,-29,-78,0,5,114.89734283716489,0.7193220489391601,18.0,211.0,0.1363862178796663,3,2,73.6222915649414,72.96440887451172,0.0,0.6183464527130127
neg_1MEL_cleaned__vhh_3ZLQ_cleaned_2.pdb,0,OK,0.2991656272406544,4.786650035850471,0.9346748666820424,45.03447341918945,512.1192626953125,130.74119567871094,9,-5.0,-1554.881925564651,0.0,-144,-70,-59,-171,0,16,111.87001818325244,0.3481312460888275,26.0,239.0,0.326227853296409,8,8,261.0787658691406,251.04052734375,0.0,0.625584214925766
neg_1MVF_cleaned__vhh_7B14_cleaned_1.pdb,0,OK,-1.203421889937854,-30.085547248446343,-2.6734249781565693,130.82638549804688,1125.35595703125,292.8182067871094,18,-2.0,-868.9325452990558,0.0,-66,-49,-30,-63,0,25,85.1967502669268,0.353278528217455,16.0,162.0,0.6138195416145926,11,14,572.4390869140625,552.9168701171875,0.0,0.7668201327323914
neg_1BJ1_cleaned__vhh_5OMN_cleaned_1.pdb,0,OK,-0.1651166860148285,-1.1558168021038,-0.377419120853638,45.16026306152344,306.24224853515625,30.03930854797364,3,-4.0,-1274.1428470064532,0.0,-90,-93,-29,-80,0,7,99.95424728535149,0.4935068442057673,17.0,214.0,0.376562359092954,3,4,154.0465087890625,152.1957244873047,0.0,0.679467499256134
neg_1MEL_cleaned__vhh_4C57_cleaned_1.pdb,0,OK,-0.5246193413524907,-16.7878189232797,-1.4678131385870752,126.54937744140624,1143.72998046875,292.37384033203125,15,-5.0,-1679.7187761412522,0.0238095238095238,-146,-71,-58,-175,6,32,118.7594856613176,0.3669132040273513,29.0,254.0,0.925596470987076,16,16,565.4796142578125,578.2503662109375,0.0052459934621464,0.6788229644298553
neg_1KXV_0_cleaned__vhh_8A67_cleaned_2.pdb,0,OK,9.822123835810764,608.9716778202674,22.9511882562237,323.921142578125,2653.333984375,700.87646484375,32,-6.0,-4428.691331560707,0.0263591433278418,-346,-164,-145,-411,16,62,407.7979983285986,1.3339585232345224,84.0,615.0,1.7159072038591954,27,35,1599.6165771484375,1053.717529296875,0.0060301492741664,0.7591484785079956
neg_1KXV_0_cleaned__vhh_5J1S_cleaned_1.pdb,0,OK,8.22888294378485,584.2506890087243,23.18826687393265,246.6832427978516,2519.59619140625,716.3172607421875,35,-5.0,-4456.525230043021,0.0285714285714285,-369,-170,-164,-412,18,71,438.56692436472576,1.3396582409994116,80.0,618.0,1.7374903807543018,31,40,1488.773681640625,1030.822509765625,0.0071440019084779,0.7380971610546112
neg_1MVF_cleaned__vhh_8ONT_cleaned_2.pdb,0,OK,-0.0493316108559968,-0.6906425519839559,-0.1801031529061632,41.63801574707031,383.4705505371094,133.88531494140625,11,-1.0,-924.0616457412164,0.0,-61,-57,-12,-68,0,14,102.38558207060456,0.4250112960242703,18.0,164.0,0.2571417835466032,8,6,190.1316833496093,193.3388671875,0.0,0.6968187391757965
neg_1OP9_cleaned__vhh_3SN6_cleaned_1.pdb,0,OK,-0.8979265573396222,-29.63157639220753,-2.388089765322498,134.6002197265625,1240.806640625,283.1776428222656,16,-6.0,-1735.3668504645673,0.0203252032520325,-155,-75,-44,-178,5,33,147.34794197631385,0.384915721806326,29.0,258.0,0.399924880096442,15,18,658.3470458984375,582.4595336914062,0.0040296367188053,0.7400190830230713
neg_1RI8_cleaned__vhh_9FWW_cleaned_1.pdb,0,OK,-0.7809143427626796,-32.79840239603254,-2.1089390846323464,96.10708618164062,1555.2086181640625,520.772705078125,24,-5.0,-1670.2168977055449,0.0275590551181102,-157,-76,-54,-179,7,42,145.06476806208858,0.3028173256625844,26.0,252.0,0.6874803940229893,22,20,798.182373046875,757.0262451171875,0.0045010038642041,0.7148998379707336
