file,sc_ses
neg_1BJ1_cleaned__vhh_3QXW_cleaned_2.pdb,0.8031131625175476
neg_1CZ8_cleaned__vhh_7CX4_cleaned_2.pdb,0.6183464527130127
neg_1CZ8_cleaned__vhh_7JVB_cleaned_1.pdb,0.6523248553276062
neg_1G6V_cleaned__vhh_6Z2M_cleaned_1.pdb,0.7566918432712555
neg_1BJ1_cleaned__vhh_5OMN_cleaned_1.pdb,0.679467499256134
neg_1G6V_cleaned__vhh_6GKD_0_cleaned_2.pdb,0.7986223697662354
neg_1MEL_cleaned__vhh_3ZLQ_cleaned_2.pdb,0.625584214925766
neg_1MVF_cleaned__vhh_7B14_cleaned_1.pdb,0.7668201327323914
neg_1MEL_cleaned__vhh_4C57_cleaned_1.pdb,0.6788229644298553
neg_1MVF_cleaned__vhh_8ONT_cleaned_2.pdb,0.6968187391757965
neg_1KXV_0_cleaned__vhh_5J1S_cleaned_1.pdb,0.7380971610546112
neg_1MHP_cleaned__vhh_4BFB_0_cleaned_1.pdb,0.6594976186752319
neg_1KXV_0_cleaned__vhh_8A67_cleaned_2.pdb,0.7591484785079956
neg_1OP9_cleaned__vhh_3SN6_cleaned_1.pdb,0.7400190830230713
neg_1MHP_cleaned__vhh_3ZKX_0_cleaned_2.pdb,0.6944891512393951
neg_1OP9_cleaned__vhh_6UKT_0_cleaned_2.pdb,0.7128622233867645
neg_1RI8_cleaned__vhh_7ZOX_1_cleaned_2.pdb,0.702991396188736
neg_1RJC_cleaned__vhh_6Z20_cleaned_1.pdb,0.6416972577571869
neg_1RJC_cleaned__vhh_8DAM_1_cleaned_2.pdb,0.7420290112495422
neg_1RI8_cleaned__vhh_9FWW_cleaned_1.pdb,0.7148998379707336
neg_1SQ2_0_cleaned__vhh_3P0G_cleaned_2.pdb,0.7539157867431641
neg_1T6V_0_cleaned__vhh_7JVB_cleaned_1.pdb,0.7167787253856659
neg_1XFP_cleaned__vhh_1ZVH_cleaned_2.pdb,0.6720737814903259
neg_1SQ2_0_cleaned__vhh_5O04_1_cleaned_1.pdb,0.761985570192337
neg_1XFP_cleaned__vhh_7KI1_cleaned_1.pdb,0.7105049192905426
neg_1ZMY_cleaned__vhh_6JB8_cleaned_1.pdb,0.6812669038772583
neg_1T6V_0_cleaned__vhh_7CKY_cleaned_2.pdb,0.672663152217865
